Cluster,MonetaryValue,Frequency,Recency
3,207.15,1,193
1,134.44,1,541
1,123.39,1,646
1,293.53,1,655
1,594.0,1,643
3,426.63,1,66
1,239.9,1,427
2,2495.87,8,3
3,1107.46,3,20
1,2190.66,2,417
3,108.03999999999999,1,238
1,282.79,2,378
3,145.35,1,63
2,734.81,9,111
1,35.8,1,310
1,405.0,1,636
3,337.44,1,133
1,271.28999999999996,2,649
2,2164.24,4,276
1,827.27,4,364
1,2304.18,3,502
3,1708.24,1,82
3,1509.0900000000001,3,7
3,364.72,2,16
3,1013.17,3,8
3,806.57,4,33
1,187.8,1,588
1,617.6,2,550
3,930.1,3,31
3,492.99,4,73
1,579.49,3,681
1,410.95,4,373
1,451.28999999999996,1,378
1,295.83,1,448
3,470.76,2,19
1,272.96000000000004,1,662
0,3013.09,13,16
1,426.53000000000003,1,450
0,3041.6,12,22
1,415.3,1,387
2,1127.05,5,2
1,1017.32,2,303
1,1810.27,5,455
1,973.44,2,366
0,3442.15,7,38
3,371.01,1,83
2,1732.54,6,164
3,1054.73,2,16
2,3279.42,3,76
1,329.22,1,602
1,324.51,1,604
0,3958.8199999999997,8,21
2,2715.28,7,122
3,354.42,2,29
2,1682.13,8,11
3,767.59,3,18
1,372.51,2,375
2,2010.05,7,43
1,150.55,1,533
3,896.6,3,3
2,2788.87,7,8
3,1202.18,3,54
1,696.19,1,413
2,1686.9,7,87
1,20.4,1,735
1,583.39,1,380
1,169.21,1,624
1,2146.39,5,474
0,2435.8,10,11
3,347.17,2,210
2,3075.14,7,47
3,992.71,4,21
2,1724.06,11,245
2,2989.79,5,34
2,1130.27,5,37
3,705.1,3,3
0,2533.94,11,2
2,1553.83,5,46
3,698.13,4,38
3,851.01,3,16
1,532.25,2,394
3,628.28,1,259
3,719.81,3,45
3,478.92,3,11
3,439.65999999999997,1,29
3,236.09,1,42
0,2048.36,15,91
1,82.2,1,595
1,331.24,1,309
3,548.94,2,91
2,1970.45,6,455
2,928.72,6,195
1,217.73,1,559
2,2556.84,4,86
2,1509.34,5,269
3,471.78000000000003,3,7
1,456.4,2,423
2,2416.9,7,64
2,3166.4,3,30
2,2265.12,8,21
2,1856.5900000000001,8,37
1,340.84000000000003,1,434
0,3434.9300000000003,8,119
1,235.78,1,561
1,1075.23,4,372
2,1899.68,6,39
3,300.7,3,173
1,188.44,1,681
3,362.06,1,53
0,3634.84,6,32
2,2111.88,4,144
3,134.8,1,220
3,664.85,1,44
0,3854.85,10,15
1,62.7,1,405
0,3217.77,12,65
1,541.95,3,400
1,89.65,1,430
0,2863.45,8,9
3,335.32,1,259
1,111.0,1,724
2,2382.62,8,364
2,1521.87,5,16
1,3395.29,3,562
1,122.93,1,593
1,457.7,1,417
3,852.15,2,21
3,1076.8,4,44
0,4328.89,4,287
1,122.39999999999999,1,296
1,265.25,1,389
1,736.9300000000001,2,502
0,2234.73,10,2
1,2300.4,1,625
3,362.99,2,283
3,1352.0,3,16
3,602.5600000000001,4,81
0,4460.18,8,55
1,106.75,1,669
2,2351.42,4,100
1,436.18,1,298
0,2327.21,12,22
0,2864.9900000000002,10,58
2,1739.92,5,388
1,1437.43,2,575
1,271.44,2,385
1,205.91,1,623
3,315.06,2,154
2,1587.94,6,114
3,17.0,1,106
0,3695.56,11,11
1,447.05,1,455
2,1584.97,4,263
3,185.04999999999998,1,239
0,4448.1,14,87
2,1573.2,7,49
1,582.64,1,462
2,3229.16,4,70
2,1842.14,3,41
0,2778.61,9,61
2,2386.19,5,248
3,108.38,1,65
0,3204.1600000000003,7,17
2,2235.92,4,84
3,939.48,3,218
2,1819.27,4,44
1,562.48,1,427
3,195.73999999999998,4,142
3,161.38,1,182
3,135.75000000000003,1,170
0,2575.14,12,9
3,612.78,1,211
3,654.4,3,189
1,4376.25,1,652
2,1720.81,8,7
2,3056.91,6,58
2,1477.09,5,56
2,1001.34,6,72
3,307.78,1,51
2,1772.49,4,316
0,4587.65,14,366
3,801.31,2,38
0,3801.05,11,17
1,1396.05,3,406
1,987.48,4,421
1,664.1999999999999,2,543
2,2145.34,5,21
3,819.45,2,262
3,946.8,4,59
1,422.7,1,679
1,910.35,3,378
2,1111.15,5,18
3,1557.6000000000001,3,65
3,955.94,2,87
3,535.34,1,249
0,4910.83,12,2
3,175.2,1,246
3,946.38,4,156
2,2398.91,5,133
1,386.62,2,295
3,422.22,3,4
0,4395.59,10,42
3,1829.04,1,268
0,5133.49,11,49
1,796.9,5,381
3,656.69,3,15
1,628.32,9,521
2,1232.79,4,281
3,1025.44,2,64
3,37.4,1,251
2,2849.58,6,231
3,822.48,3,16
1,79.9,1,504
1,435.83,2,427
1,1386.1200000000001,5,413
2,1822.97,4,7
3,73.2,1,58
2,1884.55,8,94
2,1418.32,6,15
2,2246.75,7,125
2,1836.44,7,93
1,2052.69,4,420
2,2247.31,8,49
3,612.6,2,137
3,215.83,1,60
3,305.54,1,72
3,1077.81,4,66
2,1158.79,6,63
3,644.72,3,16
2,1087.66,5,44
3,215.48,2,15
2,2723.55,8,39
1,351.3,1,735
3,630.43,2,236
1,308.59999999999997,1,374
1,323.25,1,722
1,93.3,1,488
2,2016.71,9,468
3,1030.0410000000002,2,74
2,942.75,7,391
2,2112.12,5,2
2,2501.9900000000002,9,360
2,1114.54,6,58
3,944.24,3,22
2,1824.01,7,30
0,2589.57,13,54
3,394.38,1,24
0,3440.45,10,44
0,4146.78,9,88
3,1090.59,3,88
2,1293.71,4,18
3,159.0,1,78
2,2038.25,4,170
3,242.35,1,80
3,914.9300000000001,1,266
3,304.25,2,234
0,4439.97,13,29
1,40.8,1,500
2,2234.06,9,36
1,1345.22,2,317
1,1102.3500000000001,2,374
2,1616.54,5,56
0,2867.4100000000003,15,44
3,672.1700000000001,5,202
3,1027.22,3,224
1,890.8100000000001,3,384
2,2867.86,6,86
3,542.03,2,189
1,1078.22,4,378
2,2712.97,7,43
2,1965.71,9,70
1,333.18,3,475
2,2043.71,8,40
3,432.2,1,77
1,136.65,1,436
1,63.66,1,422
2,1492.2,6,56
2,3718.8,2,23
0,4326.26,16,9
3,409.1,2,33
2,2579.38,2,211
3,1413.66,3,23
1,827.25,2,459
3,114.56,1,169
3,152.94,1,61
2,1800.07,5,52
3,791.38,3,260
1,128.31,1,511
1,295.09000000000003,1,382
1,985.14,3,377
0,4906.8,15,16
2,1579.37,3,266
3,21.95,1,176
1,361.94,3,409
3,1035.45,1,50
2,1059.45,6,16
1,755.15,1,377
1,351.01,1,422
1,837.53,2,437
0,1757.95,14,73
1,186.66,1,590
3,617.65,2,70
1,717.57,1,437
1,1141.24,1,352
0,3433.02,8,15
3,411.7,1,116
1,336.03999999999996,2,647
1,675.5,1,372
2,2151.11,3,196
2,2629.3900000000003,3,176
1,188.69,1,733
3,1117.84,3,99
1,238.05,1,724
2,3424.02,3,71
1,1307.58,3,339
0,4402.12,8,5
3,1029.77,3,30
1,176.9,1,645
1,328.95,2,476
2,1006.98,5,169
1,129.85,1,469
1,136.31,1,461
1,2069.3,4,464
2,1253.76,5,121
0,4657.95,15,21
1,126.05000000000001,1,476
2,1328.55,4,9
1,1313.67,4,625
3,301.9,1,268
2,1085.7,7,22
1,193.65,1,476
1,1392.43,3,429
1,107.33,1,736
3,233.22,1,126
1,381.66,1,694
3,361.21999999999997,1,138
2,1192.82,7,213
1,1194.92,3,428
0,5120.0,7,37
3,706.57,2,105
1,460.08,2,413
3,616.26,2,17
1,171.15,1,431
3,274.15000000000003,2,2
1,1491.4,3,389
1,402.71,2,330
2,2192.51,5,119
3,328.15,1,34
3,404.40000000000003,1,217
2,604.5500000000001,7,71
3,326.75,2,0
3,353.66,2,195
3,428.68,3,127
0,3597.5,12,46
1,310.83,1,562
1,1703.07,4,427
2,634.33,7,17
2,2037.7,6,431
0,2007.89,11,27
1,277.48,1,491
2,2774.0,7,551
2,3517.69,4,420
3,151.05,1,36
3,214.79999999999998,1,156
1,109.95,1,283
3,1526.06,3,106
0,3850.79,7,24
3,322.41,4,74
3,687.0699999999999,3,15
3,842.42,4,157
3,1198.74,2,43
1,224.51,1,384
0,3509.41,11,10
2,1795.8799999999999,8,31
1,53.5,1,290
2,2253.89,9,20
0,3330.0299999999997,13,332
3,494.44,2,17
2,1129.51,5,62
1,416.35,1,374
3,415.87,6,197
3,868.37,4,32
2,2919.65,5,0
0,2697.75,16,6
0,3512.53,6,4
3,896.66,4,9
2,946.94,6,31
3,109.36000000000001,1,52
3,707.04,2,11
0,3307.2,15,17
2,1548.1299999999999,4,18
3,1362.4,3,36
3,640.21,3,1
2,2662.73,7,17
2,1320.56,4,81
1,157.2,1,448
2,1328.61,5,32
1,309.49,2,381
2,1757.6,5,65
1,104.0,2,469
3,987.01,2,8
3,1308.48,2,266
3,362.95,3,246
2,2157.4,4,3
3,1780.59,1,60
1,258.7,2,395
1,353.1,2,407
2,2966.14,7,74
2,1358.95,4,89
2,1030.61,5,59
3,1102.59,3,28
1,918.55,5,322
1,186.05,1,653
2,1382.07,4,52
1,467.5,3,536
1,1100.21,4,400
3,761.8,3,269
2,1555.34,5,56
0,3537.0,14,60
1,137.8,1,475
1,127.88,1,627
3,1705.8,2,153
3,640.02,3,18
0,3159.44,9,94
3,511.4,2,264
1,177.5,1,311
3,443.05,1,69
1,167.25,2,301
3,552.68,3,18
0,2821.65,14,12
1,231.93,1,590
1,130.32,1,733
3,910.1899999999999,4,18
3,647.23,5,53
3,528.98,2,56
3,559.71,5,21
3,719.44,3,43
0,2972.88,9,26
1,35.7,1,492
2,1101.94,5,44
2,1487.42,8,112
1,75.0,1,395
1,526.27,3,375
3,346.12,1,24
3,443.06,2,190
1,302.7,1,301
2,1908.25,10,1
3,241.06,2,262
1,660.28,3,413
3,284.55,1,105
2,1102.94,6,56
3,642.81,3,212
3,287.4,1,63
3,384.52,2,27
0,2741.74,12,28
1,1011.5699999999999,3,511
1,329.34,3,667
1,301.25,2,380
3,798.35,5,5
1,310.70000000000005,1,721
0,3856.9700000000003,6,7
2,1028.48,5,66
3,899.47,5,1
1,162.24,1,520
3,602.73,4,33
3,775.14,3,135
3,367.87,2,197
3,707.69,2,197
3,1505.73,3,149
3,1013.15,3,87
1,332.17,2,630
1,251.71,2,530
3,7.45,2,63
0,4384.37,11,63
3,208.36,1,217
1,71.78999999999999,1,729
3,814.72,3,27
2,1609.22,3,177
3,136.0,3,73
2,1422.4,4,20
3,1314.68,3,19
1,746.24,2,420
0,3838.59,15,33
2,2869.16,7,508
3,787.52,3,73
3,828.91,5,23
0,2458.6,11,51
3,1189.98,4,274
1,789.6,2,433
3,470.83,4,164
2,1871.3400000000001,7,6
3,544.3,4,87
1,350.35,1,431
0,4320.02,11,63
3,331.0,3,24
3,300.83,2,9
3,769.29,1,75
1,453.38,1,681
3,220.62,1,15
3,139.35,1,191
3,404.3,2,173
2,2294.68,5,76
1,134.36,1,537
1,209.4,2,576
3,498.8,3,32
1,303.7,2,379
1,205.41000000000003,1,435
3,1533.16,2,46
1,385.56,1,540
2,2132.09,7,79
1,826.53,1,296
3,684.41,3,2
2,2330.77,6,8
3,100.97,2,160
2,2578.34,8,359
2,843.9100000000001,9,4
1,1237.23,1,382
1,266.5,2,619
0,3614.34,11,106
3,484.38,1,24
3,777.6,1,31
3,90.30000000000001,2,19
1,152.76,1,571
1,248.8,1,629
1,363.7,1,296
2,2079.75,6,371
2,1817.02,6,21
3,874.59,4,4
0,3216.3,10,51
3,101.69999999999999,1,29
3,162.7,1,276
3,959.37,4,60
3,554.16,4,24
2,2482.62,6,185
1,1144.26,3,414
1,433.36,2,435
1,308.14,2,445
3,717.21,2,171
3,1272.44,2,80
3,244.41,1,3
2,2012.0,4,189
1,48.349999999999994,1,667
0,2298.33,11,21
3,1095.56,3,18
1,635.9,1,641
3,981.59,2,4
3,548.97,1,109
1,10.55,1,640
1,399.62,3,540
0,3732.01,10,2
1,226.70000000000002,1,413
1,424.03,1,734
3,257.32,2,53
1,292.21,1,591
1,376.70000000000005,4,519
3,689.82,2,164
1,111.71,1,545
1,30.15,1,598
2,2237.12,7,95
3,475.02000000000004,2,242
0,2841.72,8,41
2,1915.68,6,34
3,281.85,2,23
1,185.20000000000002,1,396
0,3048.38,8,26
3,511.12,2,5
1,223.85999999999999,1,476
0,4422.76,6,53
1,87.8,1,568
1,773.05,4,363
3,614.66,5,14
3,865.6,2,193
1,1020.9000000000001,2,427
2,1455.23,5,2
0,4248.74,10,26
3,1009.6,3,126
3,663.61,2,84
3,1301.78,3,70
1,540.87,2,419
1,380.0,1,666
1,156.6,1,625
1,295.05,1,425
3,105.84,1,182
3,313.62,1,112
1,531.4,2,373
2,3163.67,5,79
1,341.59,2,593
3,1462.78,3,248
3,225.15,1,231
1,1361.28,4,385
3,612.36,4,70
1,605.9,2,400
3,213.5,1,68
2,1071.1399999999999,8,50
3,181.09,1,74
2,1810.18,5,60
3,579.63,4,15
3,90.04,1,3
1,145.04999999999998,1,285
1,172.8,1,385
0,2153.41,13,3
3,683.08,3,40
3,763.33,2,35
3,482.47,2,74
1,432.45,2,562
1,60.48,1,723
1,357.66,2,403
1,1288.72,2,453
3,75.66,1,218
2,1785.13,6,185
0,3245.43,9,32
3,618.59,1,69
3,1179.79,3,182
1,291.5,1,625
3,500.42,2,14
3,151.85,1,235
2,2647.59,5,30
2,1938.33,4,263
2,1758.93,6,3
3,813.48,4,51
1,225.4,1,543
3,1015.24,4,245
3,810.5699999999999,2,80
2,1654.03,5,274
3,322.8,1,78
2,2318.1,7,29
3,417.73,2,73
1,106.80000000000001,1,406
2,1892.52,7,481
1,406.4,2,485
2,2883.1,6,16
2,1814.61,6,222
1,473.0,1,406
2,3802.04,4,437
3,1154.47,4,31
0,2430.53,15,22
2,1747.98,4,30
1,179.4,1,397
3,554.5,2,105
3,1077.45,3,4
3,923.11,2,245
3,833.78,2,177
1,160.39,1,735
1,678.8,1,448
3,541.9,4,169
3,672.8,3,42
1,306.58000000000004,1,519
2,1916.11,7,71
1,136.2,1,586
3,1212.66,2,15
2,1711.47,8,140
3,933.62,4,9
1,804.07,5,367
3,39.12,1,188
2,1879.55,7,15
1,986.63,4,539
1,163.8,1,393
1,165.0,1,728
1,109.2,1,568
1,135.39999999999998,1,361
3,225.94,2,18
3,570.13,2,67
2,862.42,13,14
3,1370.47,2,23
2,1692.27,3,27
1,188.83,1,678
3,319.61,2,54
1,608.86,2,441
2,2361.9,6,33
1,880.62,2,410
0,3109.99,12,2
1,793.06,3,365
3,821.45,3,42
2,1921.84,7,72
2,1028.0,5,4
1,320.25,1,533
3,324.24,2,60
0,5070.92,16,46
1,157.63,1,390
2,1260.86,4,0
3,422.59999999999997,2,75
3,353.03,4,71
1,178.83,2,417
2,1764.6999999999998,4,255
2,1199.46,5,68
1,98.30000000000001,1,722
1,193.15,2,561
3,657.9000000000001,4,134
3,112.75,1,240
2,1998.0,2,226
2,994.6,7,379
1,1109.53,4,414
1,695.66,2,617
3,531.35,3,36
1,551.11,4,399
3,656.63,1,45
0,2868.48,9,2
0,4259.34,13,8
1,1514.8,3,316
3,625.52,2,77
2,2149.6800000000003,3,266
2,3647.53,5,368
0,3968.3,14,14
3,603.48,3,25
3,292.47,1,261
2,1301.63,4,90
1,147.35,1,404
0,1880.66,13,301
2,2088.41,7,25
1,1437.42,4,363
3,1054.67,4,45
3,743.11,3,51
1,174.05,1,647
0,4387.64,4,31
1,259.68,1,529
3,650.51,3,51
2,2956.56,5,505
3,835.1999999999999,2,52
1,3.75,1,297
3,786.43,2,176
1,236.81,1,394
1,173.06,1,624
0,2387.71,13,492
0,4253.26,14,28
2,1304.76,7,10
3,836.06,2,37
0,3637.33,14,17
2,4387.08,2,590
3,623.93,5,44
3,1764.72,1,30
1,415.0,1,372
3,223.92000000000002,1,57
2,2900.58,7,113
2,1312.3700000000001,7,214
1,270.48,2,318
3,369.34000000000003,1,64
3,789.79,3,7
1,228.0,1,429
3,316.62,1,96
3,1501.38,3,19
3,964.6999999999999,2,198
0,2799.25,13,3
1,454.75,2,293
3,1145.6,2,272
2,1708.12,9,47
3,1141.75,4,259
2,1932.13,9,57
0,3939.1,10,32
2,3723.5499999999997,3,422
3,421.24,3,56
2,1594.45,8,67
0,3056.89,16,9
3,619.85,2,59
2,1307.76,5,79
3,245.94,2,73
3,605.55,3,99
1,934.25,2,371
1,391.95,1,436
3,896.53,5,19
1,533.78,1,409
1,51.839999999999996,1,393
1,1035.43,4,397
2,1948.65,5,122
3,80.8,1,7
2,1545.6200000000001,6,3
0,4025.94,15,28
3,623.46,5,281
3,243.84,1,56
0,2088.89,15,0
2,2492.39,3,364
3,305.62,1,88
2,1827.77,5,392
1,848.71,3,553
1,495.98,2,431
3,1201.49,1,10
2,1619.73,4,162
1,582.61,2,678
3,332.3,1,64
3,536.99,3,22
3,1082.24,4,173
3,775.54,4,102
2,2123.88,6,142
3,288.42,2,98
2,1727.43,9,22
3,842.0400000000001,2,191
3,547.07,2,4
2,2392.0,4,360
2,1692.98,10,7
1,410.97,2,453
3,417.06,4,102
0,2804.9,13,2
0,3349.57,11,10
1,182.59,2,464
3,497.61,1,95
1,113.35,1,381
1,181.39,1,685
2,2260.09,7,226
3,686.24,3,15
2,1826.89,5,38
3,341.7,1,50
1,387.18,5,392
3,113.5,1,111
3,513.32,2,156
3,1207.5,4,38
1,91.8,1,564
3,417.61,5,183
2,2409.04,6,0
3,898.96,2,227
2,1538.41,6,127
3,782.37,4,39
0,3170.98,11,30
3,1159.61,4,196
1,139.85,2,602
0,4006.06,12,36
3,1264.19,3,100
1,614.34,2,562
1,253.88,1,617
3,842.41,3,49
3,614.89,2,42
2,1411.62,4,52
3,124.57,1,186
1,332.41,1,333
3,342.45,3,3
3,144.91000000000003,2,9
1,1408.96,2,416
3,328.4,2,23
3,358.49,3,14
1,352.8,1,442
0,4668.28,10,368
2,1932.41,7,144
1,1610.62,3,452
2,946.59,5,59
1,662.33,4,546
3,998.52,3,30
1,409.25,2,433
1,130.95,1,401
3,207.73999999999998,3,140
1,76.74000000000001,1,689
1,393.39,3,393
3,825.42,4,22
1,450.15999999999997,1,468
2,2812.34,6,21
2,1213.13,6,76
1,217.74,1,378
0,4234.53,11,66
1,136.01,1,403
2,853.72,6,11
3,13.3,1,83
2,1840.86,8,30
3,432.0,1,66
3,705.12,3,66
3,1073.92,4,37
3,709.49,4,14
1,134.0,1,455
3,660.72,3,34
1,437.15,3,400
2,2530.9,6,194
1,277.91,3,476
0,2056.82,11,1
2,762.1,7,0
1,401.35,2,366
1,1324.06,3,501
2,1121.42,5,64
1,103.95,1,554
1,289.78,2,298
2,1016.37,5,25
2,1721.02,8,7
3,882.16,3,16
1,204.26,1,728
3,1706.88,1,115
3,1062.28,3,28
2,1447.95,7,81
2,1707.9,9,28
1,252.59,1,721
3,379.14,1,71
2,1510.06,8,3
1,255.25,2,635
0,4480.31,15,28
3,423.90999999999997,3,289
3,208.46,1,35
2,1543.18,11,8
3,1117.5,4,23
3,1857.83,2,276
0,3213.29,16,49
1,355.45,1,410
3,446.67,3,60
1,611.08,1,572
3,846.75,3,20
1,125.65,1,539
2,1421.35,5,370
3,543.05,3,115
2,1295.39,7,3
3,380.55,3,25
3,440.71,3,52
0,3181.25,9,0
2,2110.9900000000002,6,54
1,535.1,3,381
3,551.17,2,25
1,202.1,1,498
1,449.0,3,488
1,33.0,1,611
2,1920.59,9,12
3,816.73,3,211
1,101.36,1,609
1,1222.04,5,382
3,946.71,4,235
2,868.77,7,138
2,1286.27,6,3
0,3776.37,10,56
3,1277.75,3,134
3,798.78,5,108
3,20.8,1,29
2,1309.41,6,184
3,308.74,1,17
3,416.64,2,238
1,809.44,1,434
3,117.35000000000001,1,86
2,2041.48,8,38
3,794.56,3,115
1,251.04,1,409
3,110.55000000000001,1,186
1,207.85,2,732
3,192.07,1,226
2,2154.97,7,7
3,319.02,1,188
3,439.43,2,3
3,650.41,3,38
1,71.4,1,625
3,357.21,1,37
1,786.25,2,382
1,127.0,1,385
1,365.5,2,522
1,926.12,3,422
3,251.51999999999998,1,266
1,496.0,4,394
3,768.88,3,77
0,2859.74,9,3
3,1473.3300000000002,3,254
3,384.06,1,60
0,3710.22,11,12
0,4888.75,11,29
0,2513.95,11,2
3,382.67,2,4
2,1133.25,6,6
3,344.0,2,218
1,1041.21,1,420
1,1950.9499999999998,2,463
2,2123.61,9,29
3,702.0,3,287
3,402.0,5,149
3,484.82,2,22
1,406.3,2,395
2,2571.55,7,85
1,830.16,4,401
2,2425.16,4,45
1,742.36,2,470
2,1636.32,8,4
2,1120.1,7,50
1,81.36,1,428
1,242.06,1,550
3,195.36,1,17
3,671.7,3,29
1,384.16,1,724
3,586.33,3,7
2,1842.56,3,28
1,552.4,1,576
2,2287.7,6,40
0,3996.9,11,10
1,935.62,2,541
1,1182.22,6,441
3,260.0,2,30
1,800.18,3,416
3,95.85,3,44
2,1510.6399999999999,5,60
3,208.98,3,184
2,1327.1100000000001,9,78
1,1593.83,3,580
2,2137.3,7,110
3,146.87,1,63
2,2773.85,6,11
1,2916.97,5,602
2,1332.79,4,85
2,1283.92,5,15
3,613.59,4,245
1,176.9,1,382
3,1267.32,1,87
3,743.17,2,29
1,1954.99,1,603
3,463.25,2,137
2,1686.28,6,26
2,1044.3799999999999,5,2
2,2616.55,8,31
3,827.6800000000001,5,112
2,1906.07,5,156
2,2289.23,6,84
2,2071.68,7,117
0,4391.66,10,95
3,714.39,4,193
3,413.75,1,27
3,498.48,1,130
2,1356.33,5,27
1,239.55,1,445
1,128.60000000000002,1,737
1,288.79,1,595
3,1179.89,3,81
3,234.24,1,265
2,1198.14,6,313
0,3638.53,13,20
3,859.35,3,58
1,194.7,2,637
1,228.34,1,725
1,454.54,3,724
3,445.32,2,113
0,3801.2000000000003,13,27
1,282.05,1,624
2,1444.84,4,17
1,203.05,1,562
0,2241.73,10,17
2,1242.75,6,35
1,306.0,1,577
3,375.86,2,35
3,118.80000000000001,1,77
2,957.53,7,21
2,964.39,6,24
0,4732.03,6,32
0,4049.79,9,108
0,5202.97,3,34
2,2050.08,6,6
1,221.53,1,737
2,1991.01,4,27
1,128.45,1,385
0,3149.48,13,3
1,235.88,1,592
1,402.20000000000005,2,321
2,2572.25,7,22
0,3759.18,11,14
2,1340.45,9,1
1,591.0699999999999,3,381
1,582.17,1,532
3,971.74,2,17
2,2507.05,7,9
3,25.5,1,261
1,424.3,1,721
1,474.03,1,423
3,665.78,2,158
