Cluster,MonetaryValue,Frequency,Recency
1,491.23,1,388
1,174.95,1,663
2,1295.46,8,28
3,510.7,3,164
3,476.58,2,46
1,205.17,1,502
1,2322.59,6,573
2,808.62,8,5
2,2761.4900000000002,7,7
1,389.78,1,647
1,116.19999999999999,1,287
1,157.02,1,317
3,606.91,2,2
3,307.46,1,232
1,314.74,1,402
3,570.5,4,118
3,966.67,3,161
3,298.89,1,184
3,259.35,1,49
2,2062.94,9,151
1,1155.0300000000002,5,428
1,157.09,1,334
1,31.85,1,519
2,2463.17,5,4
1,1272.8,2,451
3,637.1,3,106
2,1948.36,10,15
1,231.68,1,661
1,1133.63,6,415
0,4417.27,7,275
3,465.32,1,246
1,754.33,4,417
2,1283.75,4,238
1,924.11,2,416
3,984.57,2,0
2,3120.91,4,512
0,3199.95,9,22
3,124.88,1,51
1,143.10000000000002,1,450
2,1375.65,6,376
1,231.90000000000003,1,734
2,2016.5,4,194
3,213.78,1,23
3,329.34,1,74
2,892.46,7,17
1,591.87,1,491
2,1980.0,5,31
2,2099.59,5,21
1,856.01,1,443
2,1715.46,10,28
3,699.78,4,21
2,2467.35,7,32
2,1794.32,6,283
3,206.34,2,38
1,867.11,3,379
1,400.2,1,498
3,1156.73,3,57
1,178.68,2,373
3,384.59,2,288
3,956.5699999999999,3,78
0,3766.6,8,4
3,59.9,1,217
2,1443.69,4,43
3,902.3199999999999,3,201
1,119.5,1,504
1,436.71,1,730
2,1507.26,6,177
0,2256.98,11,55
3,465.37,3,56
1,321.3,2,422
2,3347.31,6,7
1,198.41000000000003,2,568
1,229.46,3,591
3,144.0,2,46
3,467.71,2,226
0,4592.93,13,10
2,957.63,5,105
2,1741.2,7,58
0,4836.05,15,27
1,77.83,1,535
2,2310.04,9,35
1,776.66,2,360
1,562.98,1,654
1,352.9,1,427
3,1013.01,1,29
3,1213.88,3,23
1,145.12,1,581
1,356.71,4,386
3,1231.54,4,53
1,160.65,1,420
3,999.35,3,53
3,204.24,1,52
1,302.37,1,651
1,115.35,1,395
1,611.6,3,648
1,253.37,1,392
0,4046.65,13,26
3,794.41,3,252
0,5182.3,13,39
2,1069.1200000000001,6,59
1,186.15,1,463
1,65.05,1,553
3,218.0,2,233
3,259.13,2,31
2,978.52,5,6
2,1589.1100000000001,6,64
1,803.53,3,309
1,100.86,1,500
1,131.15,1,581
1,900.12,3,308
0,2022.03,12,18
0,3177.24,13,15
3,318.76,2,95
3,421.52,2,2
3,560.86,3,34
3,149.89000000000001,1,182
2,1904.8799999999999,8,24
0,1929.26,12,12
3,1002.08,4,10
1,1189.45,4,312
1,130.6,1,595
0,2744.14,12,384
2,2889.28,5,107
2,1826.04,5,52
3,371.63,2,204
1,38.92,2,546
3,282.19,1,14
3,546.16,2,119
1,68.03,1,428
3,384.52,2,3
1,812.4300000000001,3,362
3,353.86,2,116
3,178.26,1,17
3,470.73,3,4
3,799.13,4,40
3,498.93,5,106
1,192.73,2,435
1,417.3,2,396
2,1889.34,6,147
1,120.95,1,410
1,230.44,1,509
0,2757.62,11,51
3,63.440000000000005,1,207
1,279.59,1,423
3,562.9,2,138
3,517.73,5,1
3,317.62,2,126
2,1733.8899999999999,11,107
1,537.46,1,385
1,604.4,2,468
1,210.39,1,735
2,2148.63,4,41
1,141.12,1,423
3,577.38,2,34
1,114.52,1,382
1,507.14,1,401
3,1065.3500000000001,2,227
3,271.24,2,240
3,187.82999999999998,1,57
1,118.85999999999999,1,437
1,797.8499999999999,6,373
2,2339.66,5,129
1,188.46,1,378
2,2563.7,7,59
1,420.84,2,627
3,395.48,3,21
0,2499.98,11,8
2,2079.39,9,31
2,1440.96,8,3
1,550.8000000000001,1,307
1,271.75,2,471
1,467.78999999999996,2,668
3,556.95,3,28
1,338.13,1,729
3,131.78,1,16
2,941.66,5,100
2,1016.08,6,11
1,393.64,2,390
3,330.43,2,20
2,1135.63,5,14
1,250.04,1,360
1,111.5,1,533
1,2135.46,1,648
0,3999.8900000000003,11,394
2,4511.76,2,392
3,330.59000000000003,3,94
1,1025.1,2,386
0,3566.56,6,77
3,644.3,3,138
2,2328.84,1,30
1,124.45,1,419
2,2600.34,3,45
1,164.28,1,724
1,29.1,1,668
2,2895.77,6,99
2,1741.18,6,7
1,922.59,5,375
0,1562.19,12,14
0,2301.87,12,17
3,609.5699999999999,3,279
1,321.95,2,407
1,152.35,2,409
1,104.7,1,672
2,1004.4300000000001,5,13
3,423.8,4,22
3,175.2,1,123
1,827.77,5,527
3,494.25,1,85
1,635.15,3,301
1,508.0,2,383
1,81.12,1,471
2,2026.42,4,150
3,362.36,3,93
2,1889.83,5,156
1,1227.54,4,379
2,1259.94,6,354
3,468.11,2,45
2,1604.68,10,14
3,228.96,1,85
0,2464.31,9,14
3,852.25,5,178
2,1906.041,7,7
0,1964.38,12,35
1,36.25,1,695
2,3242.0,4,128
2,3143.46,4,50
1,285.11,1,385
2,946.47,5,311
3,388.14,2,23
3,866.05,5,302
3,284.46,2,10
2,1231.3799999999999,6,16
3,880.64,5,48
2,1024.04,7,238
1,940.86,3,394
1,1096.24,2,431
3,168.4,1,237
0,2826.14,14,22
1,979.1999999999999,1,455
3,446.18,4,72
2,658.55,6,16
2,1167.5,7,39
3,727.11,3,218
3,660.55,4,198
3,453.64,4,70
1,10.95,1,373
3,404.66,1,10
1,645.0,3,433
2,902.28,8,64
3,309.99,2,3
3,507.55,3,18
3,261.11,1,14
2,2812.77,7,7
3,784.11,2,19
0,2691.57,11,77
1,149.3,1,420
3,508.8,2,163
1,620.56,3,306
1,381.15,2,410
3,203.86999999999998,1,218
1,97.5,1,507
3,1233.18,3,21
3,653.38,3,114
0,4677.05,8,125
1,114.85,1,540
3,400.57,2,35
3,1031.41,3,0
0,4905.05,13,332
1,552.9,1,411
3,316.09000000000003,3,162
2,1214.72,5,15
2,1425.38,5,11
0,4417.52,16,2
1,560.14,2,404
2,2249.52,6,43
3,507.84,1,79
1,164.18,1,548
3,670.0600000000001,3,41
2,1084.43,6,49
1,1059.41,3,385
0,3594.76,11,15
3,1118.95,3,45
3,759.17,2,18
3,100.8,1,71
2,1357.46,5,127
3,735.17,4,32
1,403.3,1,312
2,1751.39,9,17
3,569.96,2,87
2,2373.82,7,1
1,331.35,1,410
3,534.06,5,1
1,373.17,1,529
2,1422.77,5,253
1,325.74,1,655
3,323.58,4,156
1,293.35,1,731
0,4620.3,15,36
3,534.24,1,219
2,2389.1,2,151
3,120.9,2,176
3,541.53,2,39
0,4948.15,13,1
2,1721.4,7,0
3,486.71999999999997,2,17
2,1547.94,10,191
3,131.7,1,203
1,1225.42,2,364
3,529.58,2,14
3,657.3,2,42
0,2228.27,16,93
3,757.46,3,22
3,675.69,2,59
2,2557.91,7,15
3,1000.94,3,157
2,2542.79,7,425
3,763.28,2,9
1,102.6,1,394
3,194.8,3,9
0,2804.87,11,44
1,321.65000000000003,1,474
3,935.1,4,190
1,607.0,2,408
1,1047.0,1,599
3,194.37,1,78
1,489.86,2,395
1,1144.3,2,612
1,1272.8,2,407
1,389.26000000000005,1,632
3,902.03,2,77
2,1255.59,4,3
1,778.19,2,486
3,591.73,4,64
1,209.57,2,575
3,396.87,1,260
1,160.55,1,727
1,336.5,1,640
3,376.64,2,58
0,2750.5,9,0
3,1122.42,3,247
1,100.91000000000001,1,384
1,54.699999999999996,1,501
3,806.72,3,7
1,1412.89,4,358
1,287.25,2,389
3,272.22,1,75
3,1341.39,2,289
3,1138.0,3,16
3,288.6,2,220
3,689.1,4,8
3,558.96,2,2
2,2435.48,5,161
3,302.2,1,75
3,605.58,2,261
0,4579.23,8,280
3,514.56,2,24
3,1158.8,3,71
3,542.83,2,127
2,1617.46,9,30
2,957.55,6,14
1,153.94,1,308
1,329.42,2,425
0,5109.47,15,16
3,546.81,1,53
2,1278.06,5,29
2,1066.15,5,1
3,652.74,4,10
1,539.14,3,360
1,1161.9,3,359
0,4166.04,12,4
3,939.37,4,53
0,3628.5,8,0
1,1240.25,2,609
0,3136.92,12,0
3,1266.82,3,189
1,65.34,1,385
1,34.8,1,434
2,1668.83,5,53
3,164.4,1,279
3,364.83,3,176
3,897.62,2,29
3,98.42,1,25
1,1211.57,3,627
2,1590.6000000000001,6,24
1,124.46,1,509
3,341.7,3,269
1,120.05,1,549
1,960.69,3,389
2,1448.54,6,42
1,727.85,2,375
3,731.26,4,233
3,148.86,2,23
0,2547.64,9,196
1,306.84,1,358
0,3085.29,12,59
2,3757.6,4,129
2,1952.45,5,0
2,1057.74,5,19
3,300.67,2,205
3,575.46,4,13
1,259.17,1,392
1,167.62,1,512
2,1895.8,8,94
3,722.34,4,18
2,1122.38,7,13
1,392.38,2,577
3,454.01,3,23
1,131.83,1,586
3,901.21,2,7
1,382.79,1,632
1,344.14,1,331
2,1702.5,5,49
2,723.01,10,70
3,380.6,3,28
3,185.65,1,242
1,171.7,1,666
1,348.75,2,644
2,1047.33,7,217
3,753.28,4,4
3,542.32,5,252
2,1450.7,5,235
1,135.95,1,559
2,2093.3,7,108
1,167.4,1,618
1,178.71,1,627
2,2939.55,7,99
3,1477.97,3,1
2,2776.67,8,72
1,148.3,1,738
2,2497.88,4,84
3,388.79,2,11
0,4920.67,13,22
2,3484.09,5,213
1,409.98,1,380
1,52.05,1,477
3,161.67000000000002,1,17
3,421.06,2,238
2,1793.48,4,77
2,945.9300000000001,6,216
1,160.75,1,589
1,87.30000000000001,1,736
1,333.81,1,375
3,498.53,4,32
0,1881.8,11,40
1,1529.49,5,539
0,4559.150000000001,14,22
3,390.07,1,56
2,733.2,6,129
3,1060.8,4,173
1,395.33,1,558
0,4073.2400000000002,11,5
1,218.52,1,311
3,81.44,1,59
2,3175.12,6,20
1,1130.21,2,597
2,2383.67,7,32
2,1568.63,4,14
1,254.0,1,602
1,296.36,1,478
3,75.75,1,80
0,2455.52,10,5
3,503.59999999999997,2,169
2,998.49,7,1
2,2057.39,7,30
2,2361.9700000000003,9,35
1,1265.58,3,423
3,285.56,1,18
3,547.0600000000001,2,30
1,842.4,2,646
2,615.17,6,275
2,3168.94,6,86
2,1824.49,5,119
1,541.25,2,372
0,4149.79,12,218
3,331.65999999999997,3,64
2,2216.37,5,60
3,1578.89,3,137
3,166.08,1,20
0,4867.72,12,24
3,1207.56,4,36
3,117.55,1,276
0,3652.48,9,10
2,1674.69,5,72
1,126.0,1,429
3,595.42,2,25
0,3834.79,14,16
3,359.47,2,140
1,412.92,2,661
3,1166.23,4,18
1,563.1,1,492
2,2047.8,5,3
0,3950.7,9,65
3,347.75,2,0
3,205.7,1,227
2,2403.34,5,15
0,4233.58,13,1
3,851.7,2,73
0,2765.84,10,3
3,599.76,2,263
0,3577.61,7,52
3,497.45,3,23
1,731.2,5,596
0,4456.78,11,9
1,819.01,3,385
3,239.41,1,43
1,432.68,1,420
1,304.2,1,393
1,317.08,2,387
1,780.0500000000001,4,357
0,2960.44,12,126
3,200.47,1,136
2,1695.97,3,141
2,1746.04,5,131
3,338.95,1,235
3,154.95,1,260
1,442.0,2,476
3,417.95,1,252
2,3144.04,6,29
3,1094.84,4,34
3,885.19,2,168
0,2083.9,11,2
2,609.3000000000001,8,184
3,887.9300000000001,4,187
3,671.01,5,169
1,293.5,1,423
3,385.1,2,10
3,522.91,1,44
1,1198.09,4,381
2,1410.18,5,320
3,489.59999999999997,2,200
1,376.92,1,420
3,439.18,2,231
0,2768.91,10,25
1,307.21000000000004,1,658
0,4430.36,5,95
0,3378.4000000000005,7,126
3,1033.0,3,70
0,3439.08,11,15
2,1092.06,7,394
3,1060.25,1,14
0,4238.76,5,3
1,438.65000000000003,1,595
2,1708.99,6,78
2,2470.39,8,372
3,692.19,2,38
2,1442.32,6,53
3,377.44,3,8
3,168.24,2,8
0,4183.56,13,18
1,426.9,6,388
1,101.1,2,406
0,2098.48,11,112
1,229.2,1,447
2,2649.14,7,3
1,600.34,2,477
3,904.1800000000001,4,239
3,71.4,1,112
1,358.15,1,526
3,1026.18,3,177
2,1781.28,9,4
1,157.85999999999999,1,420
1,80.64,1,358
1,390.56,4,463
0,4577.53,13,0
1,733.7,3,375
0,5012.53,12,18
2,1275.66,5,16
2,918.93,6,21
3,712.78,1,32
1,129.75,1,455
3,86.15,4,262
2,1623.64,5,50
3,530.8,4,158
1,299.61,2,380
3,413.05,2,14
0,3509.51,7,7
2,1143.27,5,198
3,386.93,4,56
3,384.77,3,10
1,585.27,2,513
0,3327.05,9,96
3,56.4,1,254
1,337.3,2,386
3,665.86,3,24
1,197.70000000000002,1,661
3,658.57,3,20
1,352.91,3,666
3,188.02,2,158
1,679.02,2,382
3,379.91,3,71
1,112.86,1,549
3,403.38,3,52
3,278.74,2,84
2,2601.4700000000003,4,152
3,1112.95,2,73
3,397.15,2,280
3,106.1,1,29
1,370.05,2,466
3,323.04,1,24
1,147.3,2,686
3,350.39,2,179
2,1361.99,7,39
2,1985.87,8,21
1,177.19,1,581
2,1198.01,9,36
1,798.3299999999999,3,450
0,5053.12,10,81
1,184.66,1,391
1,385.23,3,375
3,927.03,2,73
3,546.04,1,10
1,437.87,3,394
1,262.64,4,548
1,344.86,2,668
2,1165.8899999999999,7,12
2,1770.8799999999999,5,13
1,1617.32,2,374
1,591.96,1,392
3,112.32,6,36
2,807.85,6,3
1,130.18,1,737
1,183.56,1,373
1,334.62,1,405
2,2179.65,5,419
1,494.25,2,420
3,298.4,1,50
1,731.96,4,598
1,134.59,1,373
2,2388.05,6,4
3,1165.09,4,22
0,4756.74,5,298
3,398.7,3,1
3,35.400000000000006,1,32
3,155.37,1,49
1,342.36,1,722
1,730.47,2,414
3,350.64,3,2
3,109.83,1,46
2,1587.48,8,41
3,338.8,1,41
1,185.72,1,443
1,430.69,1,601
1,318.48,2,302
3,51.559999999999995,1,106
1,598.19,4,554
1,125.74000000000001,2,515
2,1063.76,8,217
2,1563.34,6,421
3,663.21,5,11
1,1608.19,3,406
2,1071.45,6,184
1,417.94,1,372
2,1418.03,4,1
1,148.21,1,304
1,1015.54,4,368
1,1279.09,4,323
2,924.32,5,12
3,1134.95,3,142
0,1599.95,14,29
1,234.65,1,385
2,1036.16,7,106
0,3108.15,13,1
2,1118.99,5,204
1,235.87,1,381
2,683.46,6,184
1,167.1,1,687
2,3424.02,3,399
3,237.61,1,169
3,1412.33,3,43
3,178.51999999999998,1,173
1,824.9200000000001,3,364
1,133.35000000000002,1,303
1,313.46,2,378
2,995.85,7,2
3,190.19,1,11
2,1608.38,6,31
3,111.35,1,128
2,774.87,7,211
1,602.09,2,322
3,203.85999999999999,1,161
3,244.1,3,55
3,112.25,1,224
3,98.0,1,43
3,256.32,1,22
0,2538.15,9,172
3,299.18,4,84
3,155.8,1,158
3,112.19999999999999,2,189
3,260.08,3,28
1,216.39999999999998,1,546
1,381.09000000000003,1,393
3,191.67,1,20
0,2373.02,13,70
3,72.9,1,246
1,291.76,1,640
2,1411.54,5,373
1,132.55,1,736
1,261.7,1,725
3,366.23,1,8
3,372.55,6,309
0,3475.44,14,58
3,336.43,1,3
1,242.13,1,550
1,43.87,2,628
3,341.28,3,44
1,388.44,3,500
3,1840.32,2,87
0,2423.5,10,63
1,170.4,1,542
3,497.0,3,281
0,3536.7000000000003,8,11
1,488.16,1,372
2,1035.49,5,132
1,294.0,1,721
3,313.16,3,44
0,3082.1,12,10
0,4275.22,13,35
0,3437.29,14,133
3,1331.57,3,28
1,105.99,1,631
3,1049.15,3,51
2,683.24,7,137
3,389.84,1,4
0,4301.22,7,8
1,144.29,1,419
3,99.14,1,159
2,1433.28,4,130
3,77.50000000000001,1,7
1,75.41,1,422
1,359.5,3,696
3,149.57999999999998,2,232
3,176.68,1,36
3,358.56000000000006,1,146
2,1432.81,7,71
2,1636.0800000000002,4,39
1,819.61,4,377
1,150.32,1,539
2,949.9,6,198
3,12.75,1,248
3,110.72,1,65
3,973.88,2,116
1,140.75,1,591
3,135.08,3,170
3,686.37,4,141
1,651.51,4,470
3,733.46,2,31
2,1974.42,10,37
1,357.28999999999996,2,371
1,888.04,4,373
3,582.59,1,210
1,161.94,1,547
3,136.04,1,241
3,337.04,1,51
2,1858.06,6,24
1,706.38,1,371
3,1565.6299999999999,2,28
1,1461.76,4,364
3,754.31,4,35
3,1033.42,4,165
1,239.12,1,410
1,138.18,1,680
1,171.71,1,394
2,1187.77,5,144
3,634.95,1,21
3,20.8,1,55
2,1003.64,5,184
2,485.69,13,11
1,228.82999999999998,1,378
2,1527.6100000000001,6,236
3,318.9,3,224
1,254.13,1,388
1,235.19,1,616
0,2307.32,11,121
3,495.48,3,281
1,469.73,3,379
2,1970.6699999999998,8,73
1,639.24,3,379
3,730.9,3,36
1,124.25,1,563
2,953.84,6,11
1,243.17,4,375
1,358.61,1,375
1,169.47,1,361
3,249.72,2,3
3,997.86,4,22
1,220.32,1,392
2,2155.83,8,234
3,174.8,1,256
1,527.03,2,372
1,115.3,1,722
3,187.29,2,154
3,158.47,1,27
3,120.03,1,3
2,1960.46,7,31
3,688.0,4,80
3,297.99,4,107
3,38.45,1,51
1,190.48000000000002,1,543
1,227.06,2,509
2,1651.16,5,35
3,389.78,2,152
2,1177.72,6,379
1,2074.07,2,500
3,115.31,1,98
1,192.05,1,582
1,433.77,1,641
3,230.64999999999998,2,3
1,462.09999999999997,1,378
1,73.5,1,333
3,97.97,1,64
3,792.85,3,21
2,1276.74,5,35
2,1563.6399999999999,11,31
2,167.42,15,153
1,149.41,1,555
1,579.17,4,373
3,357.20000000000005,2,18
3,281.15,2,53
3,875.97,3,24
3,189.4,1,44
1,189.63,1,649
1,342.69,2,380
3,401.73,3,202
1,556.1,2,436
1,412.06,2,358
1,2282.28,7,633
3,571.07,3,70
1,176.5,1,392
3,554.6,2,287
1,1182.39,3,392
3,774.06,3,9
3,306.46,3,22
1,1185.46,2,407
2,1632.67,6,172
1,186.60000000000002,2,390
0,4495.03,11,132
3,1440.4,3,74
3,396.33,1,39
1,101.69999999999999,1,288
0,4524.66,11,25
1,314.1,1,668
2,1428.63,6,257
3,247.44,1,185
0,3877.5200000000004,12,113
1,1509.04,2,373
1,151.49,1,379
3,844.6,4,216
0,4242.75,5,44
3,1231.5,2,18
3,343.45,3,35
3,703.37,1,25
1,470.72999999999996,1,397
3,812.93,3,15
2,1645.75,4,329
3,101.34,1,273
3,167.67000000000002,1,60
1,428.45,1,446
1,349.4,1,421
1,360.85,1,592
0,4452.71,8,92
2,2303.09,5,312
2,1785.57,6,11
0,4663.32,11,7
1,550.84,1,395
3,168.31,1,126
1,451.56,1,549
3,629.16,5,10
1,105.8,1,548
3,754.64,1,36
3,113.48000000000002,1,37
2,1461.46,6,329
1,167.13,1,441
3,848.8100000000001,3,253
3,435.43,2,19
1,405.85,1,588
3,775.96,4,11
1,152.64000000000001,1,368
1,220.1,1,289
1,9.700000000000001,1,697
0,2150.7,13,67
3,319.47,1,25
1,362.24,1,367
3,111.15,1,213
3,673.1,2,148
2,1824.99,6,7
3,684.59,3,23
1,111.53,1,471
3,1142.99,4,29
3,204.49,1,60
3,561.53,4,18
1,420.04,1,536
3,112.55000000000001,1,242
3,1059.39,3,14
1,222.95999999999998,1,631
1,226.9,1,503
3,931.4999999999999,1,211
1,445.0,2,597
2,1249.6200000000001,10,28
2,1631.3600000000001,5,62
1,145.99,2,550
1,152.65,1,294
1,536.41,1,473
1,882.47,2,401
3,1019.52,2,156
3,1000.16,2,116
3,160.35000000000002,2,140
3,179.33999999999997,2,45
1,114.10000000000001,1,646
2,1624.71,7,50
3,566.58,3,31
2,1879.44,6,134
1,426.69,1,645
1,246.22,1,658
2,932.6,5,2
3,371.62,3,74
3,941.1700000000001,2,12
1,215.35,1,570
3,453.4,2,8
1,530.15,1,300
3,1003.88,3,56
2,1803.1000000000001,6,14
1,379.16,1,731
1,728.84,1,583
3,399.65000000000003,1,36
3,302.46000000000004,1,176
1,175.5,1,623
3,1384.8600000000001,3,22
0,3770.27,16,175
3,202.65,1,60
0,2878.0,9,32
0,2437.31,9,58
2,2696.36,5,86
3,162.5,2,6
1,176.1,1,675
1,476.35,1,357
2,2216.87,9,30
2,2547.55,8,8
2,1843.75,6,4
2,1205.94,5,23
1,291.13,1,462
3,632.07,2,226
3,49.8,1,14
3,304.25,1,248
1,329.58,1,722
1,724.89,1,631
2,3280.59,6,14
3,1403.73,3,77
3,745.62,5,191
3,529.4,2,261
3,957.97,1,71
3,1207.35,3,164
0,4162.04,6,81
1,101.16,1,386
2,1462.3899999999999,4,94
1,230.1,1,575
1,344.75,1,683
3,163.8,1,105
1,447.53000000000003,1,722
3,1396.99,3,199
3,494.42,4,156
2,1993.7,3,70
3,517.36,2,35
1,314.65999999999997,1,552
1,544.47,1,498
1,360.08,1,565
3,139.10000000000002,1,28
2,2768.83,7,1
3,600.07,5,25
1,546.72,2,325
3,232.48000000000002,1,236
1,1780.34,4,530
2,2247.4900000000002,5,88
3,481.75,1,30
3,945.04,4,28
3,1142.0,4,210
2,1921.76,6,226
2,1424.94,6,21
3,443.0,1,92
3,158.95000000000002,1,263
3,388.75,2,217
3,779.9,2,56
0,4291.06,9,8
3,592.97,4,81
1,440.0,1,325
1,179.6,1,551
2,1796.48,3,71
0,1795.3500000000001,12,29
2,987.1,5,2
1,270.92,1,514
2,2150.36,6,218
3,422.58,1,45
0,3605.21,8,71
1,515.78,1,413
1,568.64,2,430
3,758.8199999999999,3,23
1,839.73,3,414
3,804.02,2,122
3,95.34,1,16
1,349.27,1,309
2,1542.09,7,50
1,317.88,1,642
1,267.9,1,580
3,303.15,2,88
1,110.7,1,387
0,4585.15,12,38
2,2059.67,6,463
0,4318.200000000001,7,24
3,324.24,2,42
3,577.54,3,139
3,1213.1599999999999,3,25
1,603.25,1,498
3,801.51,2,71
1,251.1,1,433
1,269.37,1,672
2,1490.23,6,133
1,337.2,1,365
3,444.55,3,37
1,680.85,2,609
0,4385.9800000000005,9,2
3,357.0,4,1
3,175.92,1,29
1,741.85,2,577
2,1656.52,6,43
2,1180.05,5,57
3,414.20000000000005,2,73
1,231.33999999999997,1,518
3,488.15000000000003,2,277
3,201.14,2,180
3,178.05,2,7
1,411.68,1,431
1,377.0,1,660
1,1246.43,2,476
0,4132.99,7,42
